식당이름,구분,평점,주소,영업시간,전화번호,리뷰수
개군할머니 토종순대국,순대,4.3,서울 송파구 양재대로71길 16,월~토 10:00 ~ 21:30,02-420-5689,26
대갈곱창&막창 송파점,곱창/막창,3.0,서울 송파구 백제고분로45길 21-1,영업시간 매일 16:00 ~ 01:00,02-425-0892,34
제일제면소 올림픽공원점,국수,2.1,서울 송파구 올림픽로 424,매일 11:00 ~ 22:00,02-421-8181,27
시루나무 문정본점,떡/한과,4.1,서울 송파구 새말로 134,,02-2043-3337,12
쭈꾸미도사 방이점,해물/생선,4.4,서울 송파구 올림픽로32길 22 1층,영업시간 매일 17:00 ~ 02:00,02-423-5030,11
라움파스타,이탈리안,4.2,서울 송파구 송파대로39길 1-8,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:30,02-417-5663,29
피스인더커피,카페,4.3,서울 송파구 석촌호수로 258,매일 10:30 ~ 24:00,02-418-8887,35
해랑,게/대게,4.9,서울 송파구 오금로 227,매일 11:30 ~ 22:30,02-423-9595,7
치즈룸X테이스팅룸 롯데월드몰점,이탈리안,3.3,서울 송파구 올림픽로 300 5층,매일 10:30 ~ 22:00,02-3213-4550,44
양타령,곱창/막창,5.0,서울 송파구 위례성대로 192 송산빌딩 1층,매일 11:00 ~ 22:00,02-409-2654,2
미성양꼬치,양꼬치,2.7,서울 송파구 올림픽로32길 19-6,영업시간 매일 14:00 ~ 02:00,02-422-3358,13
경복궁 방이점,한정식,2.6,서울 송파구 올림픽로 348 2~4층 전관,매일 11:30 ~ 22:00,02-418-7767,30
사사노하,일본식주점,4.3,서울 송파구 백제고분로42길 4-13 1층,영업시간 화~일 18:30 ~ 02:00,070-4101-4451,27
팔레트커리,인도음식,3.8,서울 송파구 백제고분로45길 25 1층,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 16:00,02-417-0890,35
셰프의부엌,이탈리안,4.2,서울 송파구 가락로 259 1층,영업시간 매일 17:00 ~ 24:00,070-8154-5030,18
스시153,초밥/롤,4.5,서울 송파구 위례광장로 170 위례송파 힐스테이트 A동 2층 210호,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-403-2215,20
큐스시,초밥/롤,4.2,서울 송파구 위례성대로22나길 23 1층,영업시간 월~목 17:00 ~ 01:00,02-430-6681,27
쿠우쿠우 송파하비오점,해산물뷔페,2.9,서울 송파구 송파대로 111 205동 201호,매일 11:00 ~ 21:00,02-402-1357,42
돈족골 본점,갈비,3.7,서울 송파구 삼학사로 66,매일 09:30 ~ 24:00,02-416-5252,23
어가,해물/생선,4.4,서울 송파구 송파대로49길 48,매일 11:00 ~ 22:00,02-419-7333,12
크래프트아일랜드 잠실점,호프/요리주점,4.6,서울 송파구 올림픽로35가길 10 더샵스타파크상가 114/ 115호/119호,매일 11:30 ~ 22:00,02-413-1555,154
쥬뗑뷔뜨,제과/베이커리,4.7,서울 송파구 백제고분로40길 16 1층,월~토 11:00 ~ 20:00,02-6403-0098,39
화사랑화로구이,육류/고기,2.6,서울 송파구 오금로 162,매일 11:00 ~ 03:00,02-421-4554,18
카페그리너티,카페,4.8,서울 송파구 풍성로23길 17 1층,화~일 10:00 ~ 21:00,,22
내고향횡성 한우정육점식당,육류/고기,3.4,서울 송파구 오금로 113,월~금 11:00 ~ 07:00,02-415-8080,17
입 분식,분식,3.8,서울 송파구 오금로18길 10 1층,매일 11:30 ~ 21:00,070-5001-5908,13
오공복이 서울문정점,퓨전요리,4.4,서울 송파구 법원로11길 7 C-122호,월~토 11:00 ~ 23:00 · 브레이크타임 월~금 15:30 ~ 17:00,02-402-5052,16
램플러스 신천점,양꼬치,3.5,서울 송파구 백제고분로9길 36 1층,매일 12:00 ~ 24:00,02-6014-0097,12
논현삼계탕 송파점,삼계탕,2.2,서울 송파구 백제고분로 409,매일 00:00 ~ 24:00,02-418-3377,10
서두산딤섬만두 2호점,중식,4.0,서울 송파구 올림픽로32길 18-23 2층,,02-422-4588,30
청담초밥 문정점,초밥/롤,2.7,서울 송파구 법원로4길 5 1층,매일 11:00 ~ 22:00,02-430-5400,28
마노디셰프 잠실점,이탈리안,2.6,서울 송파구 송파대로 570 타워730 지하 1층,매일 11:00 ~ 22:00,02-422-4300,5
비엔나커피하우스 잠실역점,카페,2.5,서울 송파구 올림픽로 293-19,월~금 07:30 ~ 22:00,02-418-1683,4
제이스아메리칸,햄버거,4.0,서울 송파구 올림픽로35가길 9 1층 138호,월~금 11:00 ~ 20:30 · 브레이크타임 월~금 14:30 ~ 17:00,02-418-1123,6
코히루,카페,4.3,서울 송파구 오금로 148 2층,매일 12:00 ~ 22:00,070-8834-5252,30
코이라멘 방이점,일본식라면,4.0,서울 송파구 올림픽로34길 16 1층,매일 11:00 ~ 22:00,02-418-1469,32
모토쿠라시,일식,4.1,서울 송파구 백제고분로41길 27 2층,영업시간 화~일 17:30 ~ 24:00,,25
카페드로잉,테마카페,1.4,서울 송파구 송파대로 111 파크하비오 202동 1층 166~170호,매일 09:30 ~ 23:30,,31
파리크라상 올림픽공원키친점,제과/베이커리,2.7,서울 송파구 올림픽로 424 편익C동 1층,매일 07:00 ~ 23:00,02-424-0316,37
백암왕순대,순대,3.9,서울 송파구 위례성대로18길 27-6,매일 06:30 ~ 23:00,02-420-8465,31
밀도 잠실점,제과/베이커리,3.2,서울 송파구 올림픽로 118 1층 4호,매일 11:00 ~ 19:00,02-423-5560,13
갓덴스시 롯데월드몰점,초밥/롤,3.2,서울 송파구 올림픽로 300 롯데월드몰 5층,매일 10:30 ~ 20:00,02-3213-4519,39
무교동유정낙지 잠실점,해물/생선,2.4,서울 송파구 백제고분로 89,매일 11:00 ~ 22:00,02-417-8002,10
르쉬드서울,카페,4.2,서울 송파구 위례성대로12길 18 1층 2호,월~금 11:00 ~ 22:00,02-476-9168,18
만주,일본식주점,1.6,서울 송파구 올림픽로32길 21 2층,영업시간 매일 16:00 ~ 05:00,02-430-8090,9
라오빠빠,아시아음식,4.6,서울 송파구 송이로17길 57 1층,화~토 11:30 ~ 23:00 · 브레이크타임 화~일 15:00 ~ 17:30,02-6080-1144,49
하남춘천골닭갈비,닭요리,4.4,서울 송파구 오금로13길 12,매일 11:00 ~ 24:00,02-415-5335,15
삿포로참치 직영본점,참치회,2.1,서울 송파구 올림픽로32길 32,월~금 11:30 ~ 01:30,02-416-1479,15
버드나무집,육류/고기,4.1,서울 송파구 동남로 309,매일 11:00 ~ 22:00,02-408-8000,9
글로리식당,한식,3.6,서울 송파구 백제고분로42길 4-13,영업시간 매일 18:30 ~ 01:30,070-8830-9523,7
맥도날드 송파잠실DT점,패스트푸드,3.1,서울 송파구 도곡로 434,매일 00:00 ~ 24:00,070-7209-0613,24
숙달돼지 잠실방이점,삼겹살,3.5,서울 송파구 오금로13길 10-1 1층,영업시간 매일 17:00 ~ 24:00,02-424-6603,4
동촌보리밥돈까스 거여본점,한식,2.8,서울 송파구 거마로 22,매일 11:00 ~ 23:00,02-443-1797,36
천상애장어가 가락본점,장어,3.3,서울 송파구 중대로 174 현대파크빌 1층,매일 00:00 ~ 24:00,02-3401-3305,7
테이크어샤워,디저트카페,3.7,서울 송파구 송파대로47길 1,매일 12:00 ~ 22:00,070-4307-0910,9
스파이스랩,인도음식,4.7,서울 송파구 가락로 148 1층 106호,월~토 11:30 ~ 21:00,02-6449-9991,20
7%칠백식당 방이직영점,육류/고기,4.3,서울 송파구 올림픽로32길 42 1층,월~토 12:00 ~ 23:00,02-417-7004,7
화포식당 잠실점,삼겹살,3.8,서울 송파구 백제고분로 187 잠실파크인수 107호,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:30 ~ 16:30,02-421-1971,15
옛촌매운갈비찜,갈비,3.5,서울 송파구 올림픽로32길 24,매일 00:00 ~ 24:00,02-412-8899,22
송도갈비 문정역점,갈비,3.1,서울 송파구 법원로 128 SKV1 GL메트로시티 A동 201호,매일 11:30 ~ 22:00,02-449-6628,9
피에프창 롯데월드몰점,아시아음식,3.6,서울 송파구 올림픽로 300 롯데월드몰 5층,매일 10:30 ~ 22:00,02-3213-4599,29
부산밀면,국수,3.6,서울 송파구 가락로 43,화요일,02-417-8887,55
스타벅스 잠실새내역점,커피전문점,2.9,서울 송파구 올림픽로 96 1층,월~금 07:00 ~ 22:00,1522-3232,26
현차이나,중화요리,3.2,서울 송파구 백제고분로48길 8 2층,월~토 11:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 16:30,02-416-5500,24
랜돌프비어,호프/요리주점,3.1,서울 송파구 백제고분로7길 58 2층,영업시간 매일 17:00 ~ 03:00,02-421-1986,11
꽃낙지,해물/생선,4.5,서울 송파구 백제고분로19길 7 1층,화~일 11:30 ~ 22:00,02-412-7589,15
철판구이300도씨 신천본점,육류/고기,3.7,서울 송파구 백제고분로7길 28-17,영업시간 매일 17:00 ~ 01:00,02-423-5352,3
스타벅스 송파나루역DT점,커피전문점,3.4,서울 송파구 오금로 142,매일 07:00 ~ 22:00,1522-3232,37
가야촌유황오리,오리,3.3,서울 송파구 오금로 533,매일 11:00 ~ 22:30,02-409-5675,22
군자대한곱창 문정역점,곱창/막창,3.0,서울 송파구 법원로 114 엠스테이트 A동 1층 114/115호,영업시간 매일 16:00 ~ 02:00,02-2283-1819,17
돈탐라1977 방이점,육류/고기,4.3,서울 송파구 올림픽로32길 19-9 1층,영업시간 매일 14:00 ~ 24:00,02-415-8382,18
어리랑,회,3.6,서울 송파구 풍성로26길 16,매일 12:00 ~ 24:00,02-472-8777,13
스타벅스 송파방이DT점,커피전문점,3.6,서울 송파구 오금로 241,매일 07:00 ~ 22:00,1522-3232,20
이낙근찹쌀떡베이커리 오금동본점,제과/베이커리,2.6,서울 송파구 중대로 316,매일 07:00 ~ 23:00,02-423-4082,13
나레초밥 신천점,초밥/롤,2.4,서울 송파구 백제고분로7길 54 1층,월~금 11:50 ~ 24:00,02-416-0377,20
다케오호르몬데판야끼 송리단길점,육류/고기,2.3,서울 송파구 백제고분로45길 8 1층,매일 11:00 ~ 22:00,070-4468-6654,32
주문진해물한상,해물/생선,3.7,서울 송파구 오금로19길 9,매일 11:00 ~ 23:00,02-418-7833,12
스타벅스 잠실역점,커피전문점,3.9,서울 송파구 송파대로 562 한빛프라자 1/2층,월~금 07:00 ~ 21:00,1522-3232,17
유천냉면 풍납본점,냉면,2.9,서울 송파구 강동대로3길 22 1층,화~일 10:30 ~ 21:00,02-477-0276,57
송파아구찜,아구,3.6,서울 송파구 오금로44길 50-22,,02-403-0327,21
홍종흔베이커리&케익부띠끄,제과/베이커리,3.1,서울 송파구 양재대로71길 8 1층,,02-2135-8955,23
김태완스시 송파본점,초밥/롤,3.0,서울 송파구 오금로 148,매일 11:00 ~ 23:00,02-2202-3303,25
스시준 잠실점,초밥/롤,2.8,서울 송파구 올림픽로35다길 32 지하1층,매일 11:30 ~ 22:00,02-419-0627,6
스타쉐프,양식,3.9,서울 송파구 위례성대로 134 5층,매일 11:30 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:30,02-425-6565,22
벌툰 잠실새내점,만화카페,4.1,서울 송파구 백제고분로7길 27 반석빌딩 3층,매일 10:00 ~ 23:00,070-7575-0600,28
씨젬므쥬르,양식,3.5,서울 송파구 백제고분로41길 25 1층,월~토 11:00 ~ 21:30 · 브레이크타임 월~토 15:30 ~ 17:00,0507-1347-4142,37
옥돌현옥,냉면,4.3,서울 송파구 오금로36길 26-1,월/화/목/금/토 11:30 ~ 22:00,02-404-4824,30
인기명 문정점,조개,3.0,서울 송파구 법원로11길 7 현대지식산업센터 C동 151/ 152호,매일 12:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-2144-5689,9
카페미뇽,디저트카페,3.5,서울 송파구 오금로11길 12 1층 105호,매일 08:00 ~ 24:00,,10
옛날농장 방이점,갈비,4.5,서울 송파구 올림픽로32길 19-10,월~토 10:00 ~ 02:00,02-416-2566,2
임뻬라또,이탈리안,4.2,서울 송파구 올림픽로37길 130 파크리오아파트 A상가 3층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:30 ~ 17:30,02-420-2131,12
카페소서,카페,5.0,서울 송파구 문정로 173 1층,월/화요일,02-404-7177,8
이자카야오모,일본식주점,3.8,서울 송파구 올림픽로32길 52 2층,영업시간 매일 17:00 ~ 02:00,,5
맥도날드 잠실역점,패스트푸드,2.2,서울 송파구 송파대로 558,매일 00:00 ~ 24:00,070-7017-6952,27
남한산성 마천점,육류/고기,4.0,서울 송파구 마천로39길 5,,02-408-8866,4
삼광호수,갈비,2.5,서울 송파구 송파대로49길 58,매일 11:00 ~ 22:00,02-414-2512,15
더맛있는족발보쌈 가락점,족발/보쌈,3.4,서울 송파구 양재대로62길 41 1층,영업시간 매일 14:00 ~ 02:00,02-400-7851,5
원조동대문닭한마리칼국수,닭요리,3.1,서울 송파구 올림픽로30길 6,매일 10:00 ~ 23:00,02-420-0110,8
어사출또 잠실신천점,회,3.7,서울 송파구 올림픽로10길 19,,02-424-0906,3
삼방매,일식,3.5,서울 송파구 백제고분로45길 23 1층 105호,,070-4150-7718,36
신천생태,해물/생선,3.8,서울 송파구 올림픽로8길 32,월~토 10:00 ~ 23:00,02-418-2642,4
사케쇼프,일본식주점,3.3,서울 송파구 오금로16길 12,영업시간 화~일 18:00 ~ 02:00,02-416-9997,16
엔제리너스 석촌호수DI점,커피전문점,3.6,서울 송파구 석촌호수로 224 1층,매일 08:00 ~ 02:00,02-3431-7590,13
우설화 송파문정역점,육류/고기,3.4,서울 송파구 법원로4길 5 송파법조타운 푸르지오시티 1층 120~124호/ 2층 217~224호,매일 11:30 ~ 22:00,02-449-8870,11
오발탄 송파점,곱창/막창,3.4,서울 송파구 위례성대로 206,매일 11:30 ~ 22:00,02-404-0090,22
고구려민속주막,호프/요리주점,4.0,서울 송파구 올림픽로32길 18 경진빌딩 지하1층,영업시간 월~금 17:00 ~ 03:00,02-412-1444,5
셜록홈즈 잠실2호점,테마카페,4.0,서울 송파구 백제고분로7길 31 4층,매일 10:00 ~ 23:30,02-418-0153,7
세이류,일식,4.7,서울 송파구 올림픽로35가길 9,월~토 12:00 ~ 21:30,02-418-2288,11
생생아구,아구,2.8,서울 송파구 백제고분로7길 8-37,매일 10:30 ~ 22:30,02-419-2922,9
포유티,동남아음식,4.0,서울 송파구 위례성대로18길 28-13 1층,매일 11:00 ~ 21:30,02-408-4566,24
마포숯불갈비,갈비,4.4,서울 송파구 성내천로 223 1층,매일 11:30 ~ 22:30,02-430-9757,7
츠쿠모,일식,3.8,서울 송파구 올림픽로32길 58 1층,매일 11:30 ~ 21:00 · 브레이크타임 매일 14:30 ~ 17:30,02-422-4668,53
돈부리파스타 송리단길점,양식,3.3,서울 송파구 백제고분로45길 17 지하 1층,매일 11:30 ~ 21:00,02-6952-5151,35
브루클린더버거조인트 롯데월드몰점,햄버거,3.8,서울 송파구 올림픽로 300 3층,매일 10:30 ~ 22:00,,42
79대포 방이점,실내포장마차,3.5,서울 송파구 올림픽로32길 36 1층,영업시간 매일 17:00 ~ 05:00,02-424-7977,10
연탄부락 잠실새내점,삼겹살,4.5,서울 송파구 백제고분로9길 22 1층,영업시간 매일 15:00 ~ 01:00,070-4115-9062,18
착한낙지,해물/생선,3.3,서울 송파구 동남로 143,매일 11:00 ~ 22:00,02-431-1107,10
꼭그닭 잠실점,호프/요리주점,4.0,서울 송파구 오금로11길 14 동성빌딩 2층 201호,영업시간 월~금 14:00 ~ 03:00,02-417-7772,23
명서식당,일본식주점,4.7,서울 송파구 백제고분로7길 42-29 102호,영업시간 월~토 18:00 ~ 02:00,070-8220-8660,15
금바위감자탕 가락본점,감자탕,3.2,서울 송파구 중대로 120,매일 00:00 ~ 24:00,02-404-3161,26
살롱드쥬,이탈리안,4.1,서울 송파구 위례성대로12길 4 1층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-420-9523,29
박군자진주냉면 본점,냉면,2.7,서울 송파구 위례순환로 472,매일 09:00 ~ 21:00,02-404-1230,27
일일양 석촌호수점,육류/고기,3.8,서울 송파구 송파대로49길 52 나인파크 A동 107호,영업시간 월~금 16:00 ~ 22:00,02-418-1177,12
크리스탈제이드 상하이팰리스 롯데에비뉴엘월드타워점,중화요리,3.4,서울 송파구 올림픽로 300 에비뉴엘관 6층,매일 11:00 ~ 21:30,02-3213-2627,63
설빙 석촌호수동호점,디저트카페,2.1,서울 송파구 석촌호수로 278 여흥레이크빌 1층,매일 10:00 ~ 23:00,02-3432-7555,20
쭈꾸미도사 잠실새내점,해물/생선,4.5,서울 송파구 백제고분로7길 30 1층,매일 11:00 ~ 24:00,02-419-0523,13
장원보쌈왕족발,족발/보쌈,2.6,서울 송파구 백제고분로7길 46,매일 00:00 ~ 24:00,02-423-8555,17
서가앤쿡 서울잠실점,양식,3.3,서울 송파구 석촌호수로 176 3층,매일 11:30 ~ 22:00,02-420-9448,17
스타벅스 석촌서호점,커피전문점,4.0,서울 송파구 석촌호수로 176 1층,매일 07:00 ~ 22:00,1522-3232,21
나폴레옹제과점 잠실점,제과/베이커리,3.2,서울 송파구 백제고분로 67,매일 08:00 ~ 22:00,,24
어부회수산,회,4.8,서울 송파구 백제고분로40길 25 1층,영업시간 월~토 16:30 ~ 02:00,02-457-2322,9
별미곱창 방이3호점,곱창/막창,2.4,서울 송파구 오금로11길 14 1층,매일 12:00 ~ 05:00,02-418-5527,18
디저티스트,디저트카페,4.7,서울 송파구 송파대로48길 37 호수임광아파트상가 2층,화요일,,32
팻어케이크,제과/베이커리,4.6,서울 송파구 백제고분로41길 20 101호,화~일 12:00 ~ 22:00,,17
사브레,카페,3.7,서울 송파구 송파대로46길 28,매일 12:00 ~ 22:00,070-7628-2828,23
바토스 잠실점,멕시칸/브라질,3.2,서울 송파구 올림픽로 240 롯데백화점 지하1층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-2143-7073,22
진원조닭한마리 잠실신천점,닭요리,4.2,서울 송파구 백제고분로7길 32-11 1층,월~토 11:30 ~ 24:00,02-422-4712,19
신서방부대고기,찌개/전골,3.5,서울 송파구 오금로46길 16,월~토 11:00 ~ 21:00,02-449-3670,33
케키하우스,카페,4.0,서울 송파구 백제고분로41길 35 2층,화~일 12:00 ~ 21:00,,14
요시,일식집,4.1,서울 송파구 위례성대로18길 9-1 1층,영업시간 월~토 17:30 ~ 01:30,0507-1402-2582,7
창화당 석촌호수점,분식,3.9,서울 송파구 오금로16길 12 1층,매일 11:30 ~ 21:00,070-8811-0908,34
24시비사벌 전주콩나물국밥 송파점,국밥,4.1,서울 송파구 백제고분로 181,매일 00:00 ~ 24:00,02-418-7651,16
카페마마스 잠실점,카페,2.1,서울 송파구 올림픽로 269 캐슬프라자 1층,,02-2146-2214,30
잠실황소곱창,곱창/막창,3.6,서울 송파구 삼학사로19길 5,영업시간 월~금 17:00 ~ 01:00,02-423-8817,11
문어세상해천탕 잠실본점,해물/생선,3.3,서울 송파구 오금로 169,매일 12:00 ~ 24:00,02-425-0995,12
문가네정육식당,육류/고기,4.4,서울 송파구 새말로 125,매일 11:30 ~ 22:00,02-448-0270,17
빽돈 방이점,육류/고기,4.5,서울 송파구 올림픽로32길 29 유성빌딩 1층,영업시간 매일 17:00 ~ 03:00,02-421-7779,11
이랑칼국수,국수,3.5,서울 송파구 백제고분로41길 6,월~토 11:30 ~ 21:00,02-416-0603,27
라무진 잠실방이점,육류/고기,3.2,서울 송파구 오금로11길 11-8 108호,영업시간 매일 17:00 ~ 24:00,02-422-9277,6
롼스,커피전문점,3.8,서울 송파구 백제고분로43길 8 1층,화~일 12:00 ~ 22:00,02-6402-5704,27
스타벅스 문정역점,커피전문점,3.6,서울 송파구 송파대로 167,월~금 07:00 ~ 22:00,1522-3232,16
진성한우곱창 잠실방이점,곱창/막창,2.6,서울 송파구 올림픽로32길 19 1층,매일 12:00 ~ 03:00,02-422-3469,20
미오,이탈리안,4.6,서울 송파구 위례성대로12길 28 1층,화~토 11:30 ~ 23:00 · 브레이크타임 화~일 15:00 ~ 17:30,02-423-7168,11
이공족발 잠실새내본점,족발/보쌈,4.6,서울 송파구 백제고분로9길 26 1층,영업시간 화~토 15:00 ~ 01:00,02-415-5849,23
옹고집꽃게장,게/대게,2.9,서울 송파구 새말로 175,매일 11:30 ~ 21:50,02-402-9380,13
김과장고깃집 신천점,육류/고기,4.8,서울 송파구 백제고분로7길 16-13 1층,영업시간 화/수/목/일 17:00 ~ 01:00,,14
연화산,중화요리,2.7,서울 송파구 오금로46길 34,매일 10:00 ~ 21:30,02-3402-0538,32
원조부안집 잠실새내점,육류/고기,4.5,서울 송파구 백제고분로15길 55 1층,매일 11:30 ~ 03:00,0507-1302-3039,13
니엔테,이탈리안,2.9,서울 송파구 백제고분로45길 40 2층,월~금 12:00 ~ 21:30,02-423-7846,20
갯마을,게/대게,3.8,서울 송파구 백제고분로34길 41,월~토 11:00 ~ 21:30,02-422-4829,5
복돈,기사식당,2.2,서울 송파구 백제고분로22길 30,월~토 06:00 ~ 22:00,02-420-4195,5
맥도날드 신천점,패스트푸드,3.2,서울 송파구 올림픽로 108,매일 00:00 ~ 24:00,070-7017-0582,18
조개창고,조개,2.8,서울 송파구 올림픽로10길 13-1 3층,영업시간 매일 17:00 ~ 01:00,02-553-3968,10
정라멘,일본식라면,4.2,서울 송파구 삼전로12길 7 1층,화요일,,30
효모,제과/베이커리,4.7,서울 송파구 석촌호수로12길 20 1층 105호,월/화/수요일,010-3956-4535,27
닌자스시,초밥/롤,2.9,서울 송파구 백제고분로9길 35 1층,매일 11:50 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-413-0503,14
자몽하다,디저트카페,4.6,서울 송파구 백제고분로 438,월~금 11:00 ~ 22:00,02-423-1854,8
빈티지1981,이탈리안,3.9,서울 송파구 석촌호수로 194 태호빌딩 2층,영업시간 화~금 18:00 ~ 24:00,0507-1306-1981,15
평창갈비 방이점,갈비,2.0,서울 송파구 위례성대로 98,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-446-1451,9
노포식당 위례점,일식,3.1,서울 송파구 위례광장로 120 위례중앙푸르지오 1층,,02-408-8555,28
지인고기,육류/고기,4.2,서울 송파구 송파대로 167 문정테라타워 A동 지하1층 G183호,매일 10:30 ~ 22:30,02-401-2958,52
아우어베이커리 롯데백화점 잠실점,제과/베이커리,3.7,서울 송파구 올림픽로 240 지하 1층,월~목 10:30 ~ 20:00,02-2143-7047,14
블랙드롭커피 석촌호수점,커피전문점,4.4,서울 송파구 삼학사로 90 1층,월~금 09:00 ~ 23:00,02-420-8397,7
파티세리도효,디저트카페,4.0,서울 송파구 백제고분로45길 21-1 2층,월/화요일,0507-1408-2049,12
개나리아구찜 송파점,아구,4.3,서울 송파구 가락로 259 1층,매일 11:30 ~ 23:30 · 브레이크타임 매일 15:30 ~ 17:30,02-423-0060,4
오키나와블루 잠실점,양식,4.6,서울 송파구 오금로17길 7,월/화/수/목/금/일 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:30,070-7799-7723,27
나주곰탕,곰탕,2.9,서울 송파구 백제고분로 271,매일 00:00 ~ 24:00,02-412-4456,24
청정해,일식집,3.9,서울 송파구 송파대로28길 27 성원상떼빌 102동 2층,매일 11:30 ~ 23:00,02-3401-2233,7
맥도날드 위례신도시점,패스트푸드,2.1,서울 송파구 위례광장로 290 위례중앙푸르지오2단지 상가 1층 119~122호,매일 00:00 ~ 24:00,070-7209-1519,20
스시다원,초밥/롤,3.4,서울 송파구 삼전로12길 6 1층,매일 12:00 ~ 22:00,02-425-6906,16
성민양꼬치 잠실점,양꼬치,4.3,서울 송파구 오금로15길 7-1,영업시간 매일 17:00 ~ 05:00,02-425-1827,4
에그드랍 문정역점,샌드위치,2.7,서울 송파구 송파대로 167 테라타워 A동 G124호,매일 08:00 ~ 21:20,02-2054-8262,9
그릴210버거,햄버거,4.1,서울 송파구 백제고분로 393 황제빌딩 1층,월~토 11:30 ~ 20:50,070-4230-5210,23
만옥당,카페,2.9,서울 송파구 백제고분로45길 9 2층,화~일 12:00 ~ 22:00,,27
삽다리손칼국수,국수,3.7,서울 송파구 올림픽로8길 23,매일 11:00 ~ 22:00,02-422-1644,3
신양로스터스,카페,4.8,서울 송파구 오금로18길 3 1층,월/화요일,02-420-3602,51
하얼빈양꼬치 잠실본점,양꼬치,4.4,서울 송파구 백제고분로17길 45 1층,영업시간 월~토 14:00 ~ 24:00,02-421-9288,13
차고버거,햄버거,4.4,서울 송파구 오금로11길 61-11 1층 101호,화~일 11:30 ~ 22:00,070-8878-0601,24
장털보설렁탕 본점,설렁탕,3.3,서울 송파구 중대로 288,매일 05:00 ~ 22:00,02-409-0520,21
신순남 부뚜막매운갈비찜,갈비,3.7,서울 송파구 송파대로49길 59,월~토 11:00 ~ 22:30 · 브레이크타임 월~토 15:00 ~ 17:00,02-422-3352,22
하츠베이커리,제과/베이커리,3.5,서울 송파구 중대로 210 2층,매일 09:00 ~ 22:00,02-407-3502,23
비스트로베네토,이탈리안,4.6,서울 송파구 위례성대로22길 28,매일 10:00 ~ 22:00,02-401-4870,17
위스크,카페,3.8,서울 송파구 동남로4길 14,매일 10:00 ~ 22:00,070-7808-0323,15
홍대칼국수와족발 방이먹자골목점,족발/보쌈,3.2,서울 송파구 오금로15길 16 1층,영업시간 매일 14:00 ~ 02:00,02-413-2121,9
수동상회,회,4.6,서울 송파구 양재대로 932 가락몰 5관 1층,매일 00:00 ~ 24:00,02-403-1767,26
서울김밥,분식,3.5,서울 송파구 오금로11길 26,매일 00:00 ~ 24:00,02-425-4993,13
맥도날드 석촌역점,패스트푸드,2.2,서울 송파구 백제고분로 390,매일 00:00 ~ 24:00,070-7017-6515,22
해닭 올림픽공원점,닭요리,4.4,서울 송파구 위례성대로16길 5 1층,화~일 10:00 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-415-5101,14
생활맥주 송파방이점,호프/요리주점,3.4,서울 송파구 오금로13길 11,영업시간 매일 15:00 ~ 04:00,02-419-5559,9
진미옥설농탕 본점,설렁탕,4.1,서울 송파구 가락로16길 3-12 1층,월~토 06:00 ~ 21:30,02-400-2131,14
화심,일본식주점,4.2,서울 송파구 백제고분로9길 49 2층,영업시간 매일 17:00 ~ 08:00,070-7696-9934,9
쿠차라 잠실역점,카페,2.7,서울 송파구 올림픽로35길 123 향군타워 1층,월~금 11:00 ~ 22:00,02-424-2155,15
신천풍천 민물장어,장어,5.0,서울 송파구 석촌호수로12길 8 1층,매일 13:00 ~ 23:00,02-6487-5432,5
도키도키키친,일본식주점,4.4,서울 송파구 백제고분로41길 18 1층,영업시간 월~토 18:00 ~ 04:00,02-2203-3369,8
스타벅스 송파개롱역점,커피전문점,2.9,서울 송파구 오금로 420,월~토 07:00 ~ 21:00,1522-3232,17
몽중헌 문정점,중화요리,3.7,서울 송파구 새말로5길 31,월~금 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-406-8777,6
머머,디저트카페,3.3,서울 송파구 삼학사로18길 5,월~금 12:00 ~ 19:00,,25
오징어세상,회,2.9,서울 송파구 백제고분로9길 42,영업시간 월~금 14:30 ~ 02:30,02-423-1918,11
투썸플레이스 잠실역점,커피전문점,2.5,서울 송파구 올림픽로35다길 32 예전빌딩 1층,월~금 07:00 ~ 23:00,02-3431-9633,15
미스터스시 가락시장점,초밥/롤,3.1,서울 송파구 중대로 121 송파롯데캐슬파인힐 101-2호,매일 11:30 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00,02-430-2161,13
링링샤브샤브,중식,3.8,서울 송파구 백제고분로41길 45 2층,,02-418-8608,16
