식당이름,메뉴,가격
따뚱 더리버사이드호텔,전복냉채 (소),45000
따뚱 더리버사이드호텔,찹쌀탕수육 (소),32000
고스트요거트,플레인 (S),1900
고스트요거트,플레인 (M),2900
고스트요거트,허니 (S),2200
고스트요거트,허니 (M),3300
타짜도르 강남점,에스프레소 도피오,5000
타짜도르 강남점,그라니따 콘판냐,6500
타짜도르 강남점,에스프레소 마키아또,5000
타짜도르 강남점,에스프레소 콘빠냐,5500
타짜도르 강남점,모카그라니따라떼,7000
코아손만두 뉴코아아울렛 강남,왕만두,6500
코아손만두 뉴코아아울렛 강남,김치만두,6000
코아손만두 뉴코아아울렛 강남,고기찐만두,6000
코아손만두 뉴코아아울렛 강남,물만두,6000
코아손만두 뉴코아아울렛 강남,군만두,7000
영스타,급랭삼겹,13000
영스타,껍항정,13000
영스타,냉삼삼합,18000
영스타,청국찌개,7000
영스타,묵은지찌개,7000
미국식,Bust Burger,12900
르타오 신세계백화점 강남점,더블프로마쥬,26000
르타오 신세계백화점 강남점,초코프로마쥬,26000
르타오 신세계백화점 강남점,파르페프로마쥬,25000
르타오 신세계백화점 강남점,베네치아프로마쥬,25000
데니스타코 양재점,비프타코 (2조각),8500
데니스타코 양재점,새우튀김부리또,8500
데니스타코 양재점,비프보울,8500
데니스타코 양재점,타코콤보,10500
금강바비큐,숯불바베큐,20000
금강바비큐,마늘치킨,19000
금강바비큐,숯불소금구이,20000
금강바비큐,후라이드치킨,19000
금강바비큐,골뱅이소면,20000
스시도우,평일런치 오마카세,40000
스시도우,주말런치 오마카세,70000
스시도우,디너 오마카세,70000
어메이징타이 강남점,점심특선,8000
어메이징타이 강남점,팟타이,10000
어메이징타이 강남점,똠양꿍,13000
어메이징타이 강남점,소고기 쌀국수,10000
어메이징타이 강남점,까이 팟 멧마 무엉,13000
박경자식당,삼겹살,23000
박경자식당,닭고기,24000
박경자식당,새우탕,25000
박경자식당,돌문어,27000
박경자식당,차돌박이,30000
스시사랑,디너 오마카세,90000
스시사랑,런치 오마카세,40000
스시사랑,포장 스시,30000
라멘모토,츠케멘 (M),8000
라멘모토,신 츠케맨 (M),8000
라멘모토,모토라멘,8000
라멘모토,매운라멘,8000
라멘모토,유부초밥,4000
테루아,런치,17000
테루아,디너,49000
할랄가이즈 강남점,플레터 (스몰),9900
할랄가이즈 강남점,플레터 (레귤러),11900
할랄가이즈 강남점,플레터 (뉴욕),13900
할랄가이즈 강남점,샌드위치,11900
영동족발 3호점,왕족발 (중),35000
영동족발 3호점,쟁반막국수,14000
영동족발 3호점,막국수,6000
영동족발 3호점,해물파전,14000
스시카루,점심 스시 코스,70000
스시카루,저녁 스시 코스,100000
스시카루,저녁 사시미 코스,110000
스시소라 서초점,런치,45000
스시소라 서초점,디너,70000
들름집,비빔국수,5500
들름집,장국국수,5500
들름집,멍게비빔밥,7500
들름집,화다닭비빔밥,7000
들름집,참골뱅이비빔밥,7500
하프커피 강남점,버터크림라떼,6500
하프커피 강남점,바나나크림라떼,5500
하프커피 강남점,마차크림라떼,5800
하프커피 강남점,아인슈패너,6000
하프커피 강남점,오늘의커피,4800
강남따로국밥,따로국밥,10000
강남따로국밥,수육 (소),17000
강남따로국밥,수육 (대),30000
잠원떡볶이,떡볶이,3500
잠원떡볶이,순대,4000
잠원떡볶이,꼬마김밥 (1개),1000
잠원떡볶이,오뎅 (3개),2000
잠원떡볶이,모듬튀김,3500
줄리에뜨,아메리카노,4500
줄리에뜨,미니타르트,5000
줄리에뜨,스몰타르트,9000
카페로우슬로우,아메리카노,4000
카페로우슬로우,카페라떼,5000
카페로우슬로우,쑥두유치노,6000
카페로우슬로우,단호박 바나나우유,6000
카페로우슬로우,계절 차,5500
담은,표문,12000
담은,병영설성 생막걸리,6000
담은,고추장 두루치기,18000
담은,모둠전,26000
담은,대왕문어숙회,35000
굴림,크루아상,3800
굴림,콜드브루 (Hot),4500
굴림,콜드브루라떼,5500
굴림,밀크티 (보틀),6500
리틀크레이지피자,갈릭스페셜 (R),16900
리틀크레이지피자,치즈피자 (R),15900
리틀크레이지피자,새우크림,7000
리틀크레이지피자,로마풍,5500
리틀크레이지피자,치즈오븐,4000
김영모과자점 서초성당점,몽블랑,6000
김영모과자점 서초성당점,바게트 샌드위치,8000
김영모과자점 서초성당점,요구르트브레드 (소),3800
이치류 서초점,특 생살칫살 (150g),24000
이치류 서초점,생등심 (150g),23000
이치류 서초점,고급생양갈비 (200g),28000
이치류 서초점,이치류 오뎅탕,20000
서초면옥 교대본점,물냉면,10000
서초면옥 교대본점,비빔냉면,10000
서초면옥 교대본점,회냉면,10000
서초면옥 교대본점,갈비탕,13000
서초면옥 교대본점,사골만두국,10000
의정부평양면옥,냉면,12000
의정부평양면옥,비빔냉면,12000
의정부평양면옥,어복쟁반 (300g),74000
의정부평양면옥,어복쟁반 (400g),88000
의정부평양면옥,만두사리 (4알),7000
한양돈까스,등심돈까스,8500
한양돈까스,치킨까스,9500
한양돈까스,치즈돈까스,13000
한양돈까스,한양 골뱅이,19000
한양돈까스,순살청양고추치킨,20000
제이에스가든 잠원점,베이징덕,90000
제이에스가든 잠원점,나리 점심코스,35000
제이에스가든 잠원점,그린도시락 (고급중식),29000
제이에스가든 잠원점,퍼플도시락 (고급중식),39000
제이에스가든 잠원점,블랙도시락 (고급중식),49000
만리성,짜장,5500
만리성,짬봉,6000
만리성,삼선간짜장,6500
만리성,볶음밥,6500
만리성,물만두,6500
싱싱오동도산아나고꼼장어숯불구이,산아나고 (중),39000
싱싱오동도산아나고꼼장어숯불구이,산아나고 (대),40000
싱싱오동도산아나고꼼장어숯불구이,산꼼장어 (700g),80000
우면산버드나무집,양념갈비,59000
우면산버드나무집,생갈비,82000
우면산버드나무집,등심,74000
우면산버드나무집,갈비정식,34000
우면산버드나무집,갈비탕,22000
영동냉면,소스없는 물냉면,7500
영동냉면,물냉면,7500
영동냉면,비빔냉면,7500
영동냉면,마약김밥,3500
영동냉면,왕만두,6000
로향양꼬치,양꼬치,12000
로향양꼬치,마라양꼬치,14000
로향양꼬치,고급양갈비,25000
로향양꼬치,양줄기,11000
빠사삭,1인 세트,6500
빠사삭,빠사삭 A,15000
빠사삭,빠사삭 B,15000
빠사삭,국물떡볶이,3500
빠사삭,신라면,3000
두만강샤브샤브,마라탕,18000
두만강샤브샤브,마라향과,20000
두만강샤브샤브,새우가지만두,16000
두만강샤브샤브,마라민물가지,28000
두만강샤브샤브,샤브셋트,35000
오목눈이,아메리카노,4000
오목눈이,크렌베리스콘,3300
오목눈이,견과류통밀스콘,3800
오목눈이,버터팥스콘,3800
오목눈이,라즈베리버터스콘,3800
뉴욕택시디저트,바나나푸딩,5000
뉴욕택시디저트,치즈케이크,4500
뉴욕택시디저트,체커케이크,5500
뉴욕택시디저트,청포도 타르트,4500
뉴욕택시디저트,레몬머랭타르트,4500
오월의김밥,밥도둑김밥,4500
오월의김밥,샐러드김밥,4500
오월의김밥,매운참치김밥,4500
오월의김밥,스팸김밥,3500
오월의김밥,참치김밥,4000
피자보이시나 서울대점,마가리타 (R),11900
피자보이시나 서울대점,하와이언 (R),13900
피자보이시나 서울대점,베이컨체다 (R),15900
피자보이시나 서울대점,직화불고기 (R),14900
피자보이시나 서울대점,쉬림프보이시나 (R),16900
오지 편한식당,오지마키,25800
오지 편한식당,오지플레이트,27500
오지 편한식당,고등어봉초밥,20000
퍼블리코타코,까르네 아사다 타코,9000
퍼블리코타코,초리소 타코,9000
퍼블리코타코,치킨 퀘사디아,12000
퍼블리코타코,시금치&버섯 퀘사디아,13000
퍼블리코타코,부리또 보울,15000
베이컨시,카프레제밤,17000
베이컨시,감바스 알 아히요,18000
베이컨시,멜란짜네,19000
베이컨시,볼로네제 라구,18000
베이컨시,그릴드엔쵸비,17000
텐동요츠야,텐동요츠야,8000
텐동요츠야,스페샬텐동,15000
텐동요츠야,에비죠텐동,12000
텐동요츠야,토쿠죠텐동,13000
텐동요츠야,전복텐동,12000
안녕베트남,보느엉,25000
안녕베트남,분짜,12000
안녕베트남,반세오,15000
안녕베트남,쌀국수,9000
더멜팅팟,클래식 치즈 버거,10000
더멜팅팟,아보카도 버거,14000
더멜팅팟,블루 시카고 버거,12000
더멜팅팟,갈릭 버거,11000
더멜팅팟,얼티밋 치즈 버거,14000
동경산책 샤로수길점,사케롤 정식 (점심),11000
동경산책 샤로수길점,사케롤 정식 (저녁),13000
동경산책 샤로수길점,스키야끼 (점심),11500
동경산책 샤로수길점,스키야끼 (저녁),13500
동경산책 샤로수길점,마제루롤 정식 (저녁),15000
제주상회,고기국수,8500
제주상회,고기국밥,8500
제주상회,비빔국수,8500
제주상회,돔베고기 (보통),25000
딸랏롯빠이,꾸에이띠어우 느아,9500
딸랏롯빠이,똠얌누들,11000
딸랏롯빠이,팟타이꿍,9500
딸랏롯빠이,팟카파오무쌉 랏카우,9000
딸랏롯빠이,텃만꿍 (2pcs),3000
커피볶는여자,아메리카노,4500
커피볶는여자,커볶라떼 (ICE),5500
커피볶는여자,서리떼 (ICE),6000
커피볶는여자,유기농 청귤차,6500
커피볶는여자,복분자뱅쇼,8000
투머트,청양고추파스타,18000
투머트,들기름카펠리니,19000
투머트,구운레터스,15000
투머트,가리비,20000
투머트,프랜치랙,35000
모즈타파스라운지,믹스타 빠에야,24000
모즈타파스라운지,송이송이 떡갈비 크림파스타,16000
모즈타파스라운지,비프 피칸테 토마토파스타,14000
모즈타파스라운지,감바스 알아히요,13000
모즈타파스라운지,치킨 스테이크,14000
월간상회,아메리카노,4000
월간상회,연유라떼,4500
월간상회,월간이크림라떼,5500
월간상회,카페라떼,4500
타이패밀리,커플세트,23000
타이패밀리,패밀리세트,44000
타이패밀리,꾸어이띠여우 (닭),8000
타이패밀리,똠얌꿍 (새우 5개),14900
타이패밀리,카우카무 (밥+족발),9900
수상한닭발,무뼈닭발,14000
수상한닭발,국물닭발,11000
수상한닭발,통닭발,11000
수상한닭발,계란찜,4000
수상한닭발,주먹밥,2000
소미당,가츠동,6500
소미당,더블가츠동,10000
소미당,치즈가츠동,7500
소미당,믹스가츠동,7500
소미당,규동,7500
전호메밀우동,메밀국수,8000
전호메밀우동,메밀칼국수,7000
전호메밀우동,칼국수,6000
전호메밀우동,떡만두국,6000
전호메밀우동,왕만두,6000
쟝블랑제리,단팥빵,1800
쟝블랑제리,맘모스빵,6000
쟝블랑제리,버터앙빵,5000
쟝블랑제리,초코범벅,3000
쟝블랑제리,생크림팥빵,2500
쥬벤쿠바,쿠바샌드위치 오리지널,9500
쥬벤쿠바,잠발라야,14000
쥬벤쿠바,바비큐플래터,35000
쥬벤쿠바,아메리칸미트라이스,13000
쥬벤쿠바,감바스투움바파스타,15000
더은교,마카롱,2300
더은교,마카롱 (시즌),2500
더은교,아메리카노,2500
더은교,홍차,6000
옷살,탄두리치킨 (1마리),19000
옷살,버터치킨커리,11000
옷살,탄두리왕새우 (5마리),27000
옷살,라차파라타,3500
옷살,라씨,4000
차이나당,짜장면,6000
차이나당,홍합짬뽕,7000
차이나당,토마토계란볶음 (대),16000
차이나당,꿔바로우 (대),17000
차이나당,마라카오위,30000
려,런치 스시 코스,35000
려,디너 스시 코스,53000
려,오마카세,70000
분짜 하노이,하노이쌀국수 (S),10000
분짜 하노이,하노이직화분짜,14000
분짜 하노이,매운곱창,13000
분짜 하노이,게살계란볶음밥,9500
분짜 하노이,반미,7500
외래향 서울대점,삼선짬뽕,8000
외래향 서울대점,외래향탕수육,23000
외래향 서울대점,짜장면,6000
외래향 서울대점,우육탕면,10000
외래향 서울대점,중국냉면,12000
라이라이켄,돈코츠라멘,7000
라이라이켄,유자 시오라멘,9000
라이라이켄,마제소바,8000
라이라이켄,지로스타일,7000
라이라이켄,소유라멘,9000
서울갈비,우삼겹 (180g),12000
서울갈비,생삼겹살 (180g),14000
서울갈비,소갈비살 (180g),18000
기절초풍왕순대,왕순대,17000
기절초풍왕순대,머릿고기수육,17000
기절초풍왕순대,모듬순대,17000
기절초풍왕순대,순대정식,15000
기절초풍왕순대,순대술국,13000
정담은보쌈,보쌈 (소),25000
정담은보쌈,굴보쌈 (소),35000
정담은보쌈,쟁반국수 (중),12000
정담은보쌈,파전,12000
정담은보쌈,짝꿍세트(2인),30000
가네샤,커플A (2인),27000
가네샤,커플B (2인),33000
가네샤,가네샤A (1인),18000
가네샤,가네샤B (1인),22000
가네샤,치킨 마살라,10000
고명집,참숯닭갈비 (250g),12000
고명집,생삼겹살 (200g),13000
고명집,손사골칼국수,6000
고명집,바지락칼국수,6000
고명집,물냉면 (여름),6000
만석곱창구이,곱창 (200g),15900
만석곱창구이,막창 (200g),15900
만석곱창구이,대창 (300g),15900
만석곱창구이,모듬 (300g),17900
만석곱창구이,염통 (200g),12000
낀알로이알로이,퍼보 ,7000
낀알로이알로이,팟타이꿍,7000
낀알로이알로이,카오팟꿍,7000
낀알로이알로이,팟카파오무쌉,7000
낀알로이알로이,똠양누들,7000
청송산오징어,바지락번데기탕,10000
청송산오징어,바지락라면,4000
청송산오징어,조개탕,8000
청송산오징어,해물순두부,8000
청송산오징어,계란탕,6000
춘천골참숯불닭갈비,닭갈비,9000
춘천골참숯불닭갈비,막국수,5000
춘천골참숯불닭갈비,묵밥,5000
춘천골참숯불닭갈비,잔치국수,4000
어부사시가,고등어구이,10000
어부사시가,삼치구이 (반마리),11000
어부사시가,제육볶음,7000
어부사시가,오징어볶음,7000
어부사시가,된장찌개,6000
경원치킨,간장순한맛+후라이드,17000
경원치킨,양념순한맛+후라이드,17000
경원치킨,후라이드+옛날치킨,17000
경원치킨,닭똥집 후라이드 (소),5000
경원치킨,맛감자튀김 (소),5000
나인온스버거 본점,9 온즈 버거,12000
나인온스버거 본점,캘리포니아 버거,10000
나인온스버거 본점,칠리 치즈 프라이즈즈,9000
나인온스버거 본점,오레오 밀크 쉐이크,5500
아모르미오,브루잉 커피,5000
아모르미오,아인슈페너,6000
아모르미오,수제 바닐라 컬렉션,4700
아모르미오,플레인 스콘,2500
아모르미오,휘날시에 (2ea),4700
무삥과팟타이,텃만꿍 (4p),10000
무삥과팟타이,팟타이,7500
무삥과팟타이,꿍팟퐁커리,10000
무삥과팟타이,똠양꿍,12000
무삥과팟타이,쏨땀,10000
발루토,아메리카노,3500
발루토,아몬드라떼,4500
발루토,아인슈페너,5500
발루토,아이스크림딸기라떼,5500
발루토,룰레콘데라,5500
링고 2호점,카우보이,10000
링고 2호점,베이비기네스,10000
링고 2호점,클록워크 텐저린,10000
링고 2호점,순살 크리스피치킨&포테이토,15000
링고 2호점,미트칠리퀘사디아,13000
십장생베이커리,앙버터스콘,3500
십장생베이커리,올리브롤 치즈치아바타,3300
십장생베이커리,쫀쫀한박씨,3000
십장생베이커리,생딸기라떼,6000
초와밥,도로초밥 (12p),25000
초와밥,스페셜초밥 (12p),20000
초와밥,특선초밥 (12p),15000
초와밥,활어초밥 (10p),15000
초와밥,연어초밥 (10p),12000
아리차이,매코스,20000
아리차이,난코스,28000
아리차이,유산슬밥,12000
아리차이,삼선해물짬뽕,10000
아리차이,삼선짜장,9000
두리닭발,무뼈 직화구이닭발,17000
두리닭발,통뼈 직화구이닭발,17000
두리닭발,국물닭발,17000
두리닭발,마늘데리야끼 닭똥집,15000
두리닭발,오돌뼈 (중),22000
다케,로스가스,7000
다케,히레가스,7500
다케,생선가스,7500
다케,치킨가스,7500
다케,오로시가스,7500
미스리부자아줌마,보쌈 (실속),21000
미스리부자아줌마,삼합 (실속),31000
미스리부자아줌마,문어보쌈 (실속),31000
미스리부자아줌마,생굴 (1접시),15000
미스리부자아줌마,모둠전,18000
깜언,양지쌀국수 (S),8000
깜언,소고기쌀국수,12000
깜언,매운곱창쌀국수,13000
깜언,차돌쌀국수,13000
깜언,반세오,15000
우리가참순대,참순대국,7000
우리가참순대,순대정식,12000
우리가참순대,얼큰내장순대국,9000
우리가참순대,순대곱창전골,12000
우리가참순대,감자탕 (중),28000
고로커피로스터스,아메리카노,3000
생각보다맛있는집 관악구청점,팥죽,9000
생각보다맛있는집 관악구청점,팥칼국수,9000
생각보다맛있는집 관악구청점,바지락칼국수,8000
생각보다맛있는집 관악구청점,떡만두국,8000
생각보다맛있는집 관악구청점,왕만두 (6ea),7000
호남댁,순대볶음,18000
호남댁,백순대볶음,18000
호남댁,곱창볶음,22000
스윗밸런스 샤로수점,된장남 샐러드,8900
스윗밸런스 샤로수점,새우왕 샐러드,12500
스윗밸런스 샤로수점,슈퍼 리조또,10500
스윗밸런스 샤로수점,구운야채,12500
스윗밸런스 샤로수점,닭다리살 스테이크,17000
에그썸,마그마오믈렛,9500
에그썸,토네이도오믈렛,8700
에그썸,화이트 마그마 오믈렛,10500
에그썸,아라비아따 스프레드 그라탕,7900
에그썸,할라피뇨 체다치즈 그라탕,8500
릴트,얼그레이밀크티,6000
릴트,라떼,5000
릴트,플랫화이트,5000
릴트,클래식스콘,4500
엘따뻬오,바르셀로나메뉴,14000
엘따뻬오,말라가메뉴,19500
엘따뻬오,엔살라다 발렌시아나,10000
엘따뻬오,빠따따스 브라바스,7000
엘따뻬오,아로쓰 네그로,15000
모힝 서울대입구점,지글지글 게살치즈크림 파스타,16000
모힝 서울대입구점,비프플렛브레드,23000
모힝 서울대입구점,자글자글 꼬꼬로제 파스타,16000
모힝 서울대입구점,봉골레파스타,15000
모힝 서울대입구점,쉬림프오일파스타,15000
모힝 낙성대점,그릴드채끝등심스테이크,35000
모힝 낙성대점,게살치즈크림파스타,16000
모힝 낙성대점,쉬림프오일파스타,15000
모힝 낙성대점,연어구이크림리조또,18000
모힝 낙성대점,쉬림프루꼴라피데,18000
리버벨,에스프레소,4000
리버벨,아메리카노,4000
리버벨,비엔나커피,5000
리버벨,아포카토,5500
리버벨,바나나케이크 + 하겐다즈,6000
스시스캔들,남자스시,15000
스시스캔들,여자스시,15000
스시스캔들,스캔들스시,22000
스시스캔들,대광어스시,15000
스시스캔들,혼마구로아카미,15000
종로계림닭도리탕원조 서울대입구점,닭도리탕 (소),22000
종로계림닭도리탕원조 서울대입구점,닭도리탕 (중),32000
종로계림닭도리탕원조 서울대입구점,닭도리탕 (대),43000
삼촌네,원조백순대,16000
삼촌네,양념순대,16000
삼촌네,곱창볶음,18000
사생활,불고기 빠니니 셋트,9500
사생활,어니언 치킨 빠니니 셋트,9500
사생활,불고기 빠니니 단품,6500
사생활,사생활라테,5800
사생활,아메리카노,4200
가츠가게,로스돈가츠,10000
가츠가게,리치크림돈가츠,12000
가츠가게,데미브라운돈가츠,12000
가츠가게,래디시돈가츠,12000
가츠가게,포레스트돈가츠,13000
니와,하늘색 접시,1400
니와,녹색 접시,2200
니와,밤색 접시,3200
니와,청색 접시,4200
니와,검정색 접시,6000
마이무,3-4인용 폭립 플레이터,48000
마이무,2인용 폭립 플레이터,25000
마이무,4-5인용 힙합사이즈,69000
마이무,2-3인용 힙사이즈,35000
마이무,감바스 알리오올리오,15000
낭만모로코,모로코세트 (식사),36000
낭만모로코,낭만세트 (와인),68000
낭만모로코,모로코 치킨 타진,18000
낭만모로코,쿠스쿠스와 양갈비 스테이크,29000
낭만모로코,차돌박이 시금치 오일 링귀니,16000
오른손푸드카페,제주흑생돈가스,14000
오른손푸드카페,케이준치킨 고르곤졸라 크림파스타,13800
오른손푸드카페,쉬림프 알리오올리오,15800
오른손푸드카페,매콤한 해산물파스타,15800
오른손푸드카페,스파이시 케이준 쉬림프파스타,16800
오후의과일,수플레 팬케이크,10000
오후의과일,수플레 팬케이크 계절과일,13000
오후의과일,계절과일 요거트,6000
오후의과일,아메리카노,4500
지구당,,오야꼬동(월 수 금)
지구당,,규동 (화 목 토)
지구당,반숙계란 추가,1000
지구당,생맥주,2500
지구당,기린병맥주,4000
안녕부산,붉닭대창 (400g),28000
안녕부산,붉닭대창 (600g),38000
안녕부산,양념대창 (400g),28000
안녕부산,양념대창 (600g),38000
안녕부산,물밀면,8000
월화고기 보라매점,무항생제 착한 삼겹살,15000
월화고기 보라매점,대통령상 대상 목살,15000
월화고기 보라매점,무항생제 뼈목심,17000
월화고기 보라매점,대통령상 항정살,19000
월화고기 보라매점,듀록 100% 목살,18000
몽중인,마라탕,15000
몽중인,꿔바로우,12000
몽중인,간장속배추찜,12000
몽중인,활력냉채,15000
몽중인,마라샹궈,15000
완산정,콩나물해장국,6500
완산정,돌솥비빔밥,8000
완산정,홍어삼합 (소),30000
작은피자집,더블치즈,13000
작은피자집,트리플치즈,14000
작은피자집,하와이안,14000
작은피자집,페페로니,15000
작은피자집,반&반,16000
형제상회 노량진본점,모듬회 (1인),25000
형제상회 노량진본점,모듬회 (2인),40000
형제상회 노량진본점,모듬회 (3인),60000
형제상회 노량진본점,모듬회 (4인),70000
렁트멍,마늘토스트,3500
렁트멍,달콤 휘낭시에,1200
렁트멍,시그니처 브라우니,3000
렁트멍,심플리 스콘,2500
렁트멍,머랭 프리첼,3700
운봉산장양고기전문점,수육 (200g),23000
운봉산장양고기전문점,갈비 (200g),23000
운봉산장양고기전문점,전골 (중),35000
운봉산장양고기전문점,뚝배기탕,13000
운봉산장양고기전문점,된장찌개,5000
페니힐스커피스테이션,아메리카노,4500
페니힐스커피스테이션,카페라떼,5000
페니힐스커피스테이션,바닐라라떼,5500
페니힐스커피스테이션,자몽티,5500
페니힐스커피스테이션,플라워아메리카노,5000
올라아보,아보카도 그릴파히타,34000
올라아보,아보카도 고기 부리또볼,12500
올라아보,아보카도 치킨 퀘사디아,13500
올라아보,프레쉬 과카몰리,12500
올라아보,그릴드 아보카도,14000
김씨마구로,모듬사시미 (12봉),100000
김씨마구로,1인 사시미 (3봉),15000
김씨마구로,우니동 (M),25000
김씨마구로,카이센동,25000
김씨마구로,특선스시,25000
오다가다,아메리카노,3800
오다가다,카페라떼,4500
오다가다,순수말차케이크,7000
오다가다,초콜릿케이크,6000
초와밥,모듬초밥 (12p),10000
초와밥,특선초밥 (12p),15000
초와밥,도로초밥 (12p),25000
초와밥,특모든 사시미,35000
초와밥,스페셜 도듬 사시미,50000
독도수산,스페셜원 (소),90000
독도수산,특수부위 모듬회 (소),55000
독도수산,방어모듬회 (소),50000
독도수산,활모듬회 (소),40000
독도수산,참치오도로스페셜 (소),80000
다독이네 숯불구이,양념돼지갈비 (200g),10000
다독이네 숯불구이,뼈삼겹갈비 (200g),12000
다독이네 숯불구이,생삼겹살 (200g),13000
다독이네 숯불구이,소갈비살 (150g),14000
다독이네 숯불구이,껍데기 (200g),8000
오꼬노미스토리,모던 오꼬노미야끼,9500
오꼬노미스토리,해산물 오꼬노미야끼,12500
오꼬노미스토리,치킨 오꼬노미야끼,11500
오꼬노미스토리,매운맛 김치오꼬노미야끼,11500
오꼬노미스토리,차돌박이 마늘오꼬노미야끼,11500
전라상회,전라 오마카세 (3인),105000
전라상회,전라모듬회 특수부위 스페셜 (중),105000
전라상회,감성돔 스페셜 (중),105000
전라상회,프리미엄 모듬회 (중),70000
전라상회,대광어연어회 (중),60000
상남스시,런치스시,25000
상남스시,디너스시,35000
사당광안리,생연어회 (소),22000
사당광안리,육사시미,25000
사당광안리,멸치찌개,8000
사당광안리,대방어 (중),55000
사당광안리,육반연반,50000
현고대닭발 사당점,원조닭발,8000
현고대닭발 사당점,만만한닭발,8000
현고대닭발 사당점,무뼈닭발,13000
현고대닭발 사당점,오돌뼈,8000
현고대닭발 사당점,닭똥집,7000
스시로로,로로초밥 (12pcs),12000
스시로로,스페셜초밥 (10pcs),15000
스시로로,특초밥 (12pcs),17500
스시로로,참다랑어 새도로 뱃살초밥 (10pcs),33000
브레드덕,단호박치즈깜빠뉴,6000
브레드덕,녹차 앙브레첼,3800
프랑세즈,밤타르트,5500
프랑세즈,통밀요거트빵,7000
프랑세즈,치아바타샌드위치,5500
프랑세즈,쵸코크림빵,3000
프랑세즈,보름달,3500
성민양꼬치 중대점,양꼬치,12000
성민양꼬치 중대점,호남새우,20000
성민양꼬치 중대점,양갈비살,14000
성민양꼬치 중대점,고급갈비,18000
성민양꼬치 중대점,가지볶음,11000
다채 상도점,청국장 쌈밥정식,14000
다채 상도점,고등어구이 쌈밥정식,16000
다채 상도점,제육 쌈밥정식,15000
다채 상도점,대패삼겹살,13000
다채 상도점,갈비살,25000
상도실내포장마차,오징어물회 (소),25000
상도실내포장마차,오징어통찜 (소),30000
상도실내포장마차,모듬회,35000
브레드숨,100%우유식빵,2800
브레드숨,호두시나몬,4000
브레드숨,까망치즈,4000
브레드숨,시금치 치아바타,2500
터방내,프렌치커피,3000
터방내,이탈리안커피,3500
터방내,헤이즐넛커피,3500
터방내,밀크쉐이크,4000
터방내,파르페,4500
리얼후라이 흑석본점,리얼오미치킨,17000
리얼후라이 흑석본점,오미갈릭치킨,18000
리얼후라이 흑석본점,트리플 치즈텐더치킨,20000
리얼후라이 흑석본점,리얼닭똥집후라이드,13000
서일순대국,순대국,8000
서일순대국,순대국(특),9000
블랑제리꾸끄,아메리카노,3500
미학당,피스타치오비엔나,4500
미학당,로얄밀크티,5000
미학당,버터밀크스콘,2500
미학당,클래식휘낭시에,2000
농부쌈밥,제육쌈밥,8000
농부쌈밥,소불고기쌈밥,10000
농부쌈밥,부대찌개,6000
농부쌈밥,생삼겹살 (200g),12000
농부쌈밥,훈제오리 (한마리),38000
리앤홍,아메리카노,6000
꿀꾸랄라,삼겹살 (180g),6000
꿀꾸랄라,빨강삼겹살 (180g),6500
꿀꾸랄라,소금구이 (180g),4000
꿀꾸랄라,하양주물럭 (180g),5000
꿀꾸랄라,소갈비살 (160g),7000
마왕족발 이수역점,마왕통구이 (중),35000
마왕족발 이수역점,마왕 소금구이 (중),32000
마왕족발 이수역점,마왕세트 (중),41000
마왕족발 이수역점,반반세트 (중),44000
마왕족발 이수역점,스페셜세트,63000
본연옛날불고기,옛날불고기,15000
본연옛날불고기,소갈비찜,12000
본연옛날불고기,갈비탕,10000
본연옛날불고기,소고기카레,6000
본연옛날불고기,김치찌개,6000
오센,오꼬노미야끼,15000
오센,살치살과 구운 야채,20000
오센,나가사키 해물나베,20000
오센,왕새우 후라이,15000
오센,키조개관자와 버섯버터구이,11000
사이공리,포크 반미,5900
사이공리,쌀국수,6900
사이공리,짜조,5900
사이공리,껌승,6900
사이공리,분짜,7900
당진수산,알짜 모듬회 (중),40000
당진수산,참다랑어 모듬회 (중),58000
당진수산,활모듬회 (중),60000
당진수산,당진광어연어회 (중),70000
당진수산,당진실속회 (중),80000
전주전집,모듬전,22000
전주전집,소고기 안심전,17000
전주전집,통통 새우전,17000
전주전집,김치찌개,5000
전주전집,홍어무침,20000
칠기마라탕 중앙대점,마라탕 (100g),1800
칠기마라탕 중앙대점,마라빤 (100g),1900
칠기마라탕 중앙대점,마라샹궈 (100g),3200
칠기마라탕 중앙대점,꿔바로우 (소),7000
칠기마라탕 중앙대점,쏸라펀,7000
일상다반사,아메리카노,3500
오후홍콩,아메리카노,3000
시간을 들이다,슈크림크로와상,3800
시간을 들이다,앙버터페스츄리,3800
시간을 들이다,초코크로와상,3800
시간을 들이다,감자치아바타,3500
시간을 들이다,우유식빵,3300
청년다방 숭실대점,아메리카노,1500
대성관,짜장면,5000
대성관,짬뽕,6000
대성관,볶음밥,7000
대성관,부추굴짬뽕,8000
대성관,탕수육 (소),18000
오시오떡볶이 휴업중,떡볶이1인분,2500
세녹,아메리카노,5000
가네끼스시,런치 오마카세 A,44000
가네끼스시,런치 오마카세 B,66000
가네끼스시,디너 오마카세,120000
가네끼스시,Head Chef 오마카세,180000
아오키,아오키 오마카세,73000
아오키,사시미 모리아와세,45000
나귀와플라타너스,아메리카노,3500
긴자료코 사당점,데미그라스 돈까스,9000
긴자료코 사당점,한우규동,13000
긴자료코 사당점,소고기 매콤카레라이스,6500
긴자료코 사당점,명란크림우동,9000
