식당이름,구분,평점,주소,영업시간,전화번호,리뷰수
신야텐야, 돈부리 / 일본 카레 / 벤토,,서울시 양천구 목동 609-20 107호,11:30 - 23:00,02-2061-4370,5
싸가정곱창, 고기 요리,,서울시 양천구 목동 731-10 1F,16:00 - 01:00,02-2062-9789,4
엘비어, 치킨 / 호프 / 펍,,서울시 양천구 신정동 885-20,,02-6405-4575,3
러브 바리스타, 카페 / 디저트,,서울시 양천구 목동 507-8,월-금: 10:00 - 23:00 토-일: 11:00 - 23:00,02-6465-6892,3
더더차돌감바스, 남미 음식,,서울시 양천구 목동 602-3,17:00 - 23:00,02-2654-3392,2
어가촌, 해산물 요리,,서울시 양천구 목동 528-1,11:00 - 22:00,02-2644-4999,2
커피인동, 카페 / 디저트,,서울시 양천구 목동 917,,02-2649-7986,2
카페더브릿지, 카페 / 디저트,,서울시 양천구 목동 515 2F,,,1
목동마카롱, 카페 / 디저트,,서울시 양천구 목동 781-6 1F,,02-2647-1116,1
천외천, 정통 중식 / 일반 중식,,서울시 양천구 목동 613-2,,02-2061-0321,1
대박곱창, 고기 요리,,서울시 양천구 신정동 1026-2 1F,15:00 - 00:30,02-2651-0852,15
홍대돈부리, 돈부리 / 일본 카레 / 벤토,,서울시 양천구 목동 917 목동파라곤,11:00 - 21:30,02-6123-9808,12
미분당, 베트남 음식,,서울시 양천구 목동 919-7 홈플러스 목동점 1F,,	02-2644-2080,7
조연탄, 고기 요리,4.4,서울시 강서구 화곡동 782-12,17:00 - 01:00,070-7641-2008,52
소장식물전, 카페 / 디저트,4.4,서울시 강서구 공항동 66-60,,,8
영양족발순대국, 고기 요리,4.3,서울시 강서구 화곡동 98-154,11:30 - 22:00,02-2699-7914,49
원조나주곰탕, 탕 / 찌개 / 전골,4.2,서울시 강서구 방화동 559-1,11:30 - 19:30,02-2666-8292,25
형제돈부리, 돈부리 / 일본 카레 / 벤토,4.1,서울시 강서구 마곡동 757 두산더랜드파크 A동 221호,월-토: 11:30 - 21:30,02-6989-8686,68
금고깃집, 고기 요리,4.1,"서울시 강서구 마곡동 772-8 109호, 203-205호",11:00 - 22:00,0507-1386-8295,20
발산삼계탕, 탕 / 찌개 / 전골,4.1,서울시 강서구 내발산동 657-1,11:00 - 21:30,02-3662-3930,59
코끼리탭룸, 치킨 / 호프 / 펍,4.1,서울시 강서구 마곡동 773-3 힐스테이트에코동익 101동 1F 130호,17:30 - 21:00,070-8866-4326,14
스즈란테이, 정통 일식 / 일반 일식,4.1,서울시 강서구 마곡동 797-14 힐스테이트에코마곡 212호,11:30 - 23:00,02-3664-7004,18
나인바이츠 (휴업중), 브런치 / 버거 / 샌드위치,4.0,서울시 강서구 마곡동 797-14 힐스테이트에코 2F 217호,11:00 - 21:30,02-3665-9599,28
자이온, 브런치 / 버거 / 샌드위치,4.0,서울시 강서구 염창동 273-30,11:00 - 21:00,02-3662-0132,11
광주똑순이, 해산물 요리,4.0,서울시 강서구 마곡동 722-3 정호빌딩 1F,11:00 - 22:30,02-2668-3030,16
충북식당, 고기 요리,4.0,서울시 강서구 화곡동 1006-5,11:00 - 유동적,02-2697-1475,14
배진수스시, 회 / 스시,4.0,서울시 강서구 마곡동 797-11 1F,11:30 - 23:00,010-7924-3466,13
마부자생삼겹살, 고기 요리,3.9,서울시 강서구 마곡동 760 121호,11:00 - 01:30,02-3665-0788,36
등촌최월선칼국수, 국수 / 면 요리,3.9,서울시 강서구 등촌동 654-95,11:30 - 21:30,02-3661-2744,52
고성막국수, 국수 / 면 요리,3.9,서울시 강서구 방화동 323-6,11:30 - 20:00,02-2665-1205,27
타르데마, 베이커리,3.9,서울시 강서구 내발산동 702-22,10:00 - 유동적,02-6397-1782,15
고양이똥, 브런치 / 버거 / 샌드위치,3.9,서울시 강서구 등촌동 647-62,10:30 - 23:00,02-6013-1281,26
옛날한우곱창전문, 고기 요리,3.9,서울시 강서구 등촌동 647-9,15:00 - 24:00,02-2654-8026,18
뚜스뚜스, 베이커리,3.9,서울시 강서구 등촌동 629-7,07:00 - 01:00,02-3663-0000,12
배진수어시장, 해산물 요리,3.9,서울시 강서구 마곡동 797-7 B1,,02-6411-9911,8
동양식당, 퓨전 한식,3.9,서울시 강서구 마곡동 757-3 2F,10:00 - 21:00,02-2093-6633,18
냐항바바바, 베트남 음식,3.9,서울시 강서구 등촌동 656-29,11:00 - 23:00,02-6013-0555,11
마므레 크로와상, 베이커리,3.9,서울시 강서구 마곡동 797-15,,,9
헤리스헤이스, 카페 / 디저트,3.9,서울시 강서구 마곡동 774-5 103호,,010-8863-9532,5
익스큐즈미, 카페 / 디저트,3.9,서울시 강서구 마곡동 797-6 건와빌딩,07:00 - 23:00,070-4247-2019,6
스시사라, 회 / 스시,3.8,서울시 강서구 마곡동 774-12,,02-2084-7036,10
레피큐르, 프랑스 음식,3.8,서울시 강서구 마곡동 797-1 퀸즈파크9 A동 205호,11:30 - 22:30,02-2604-8420,10
홍린, 정통 중식 / 일반 중식,3.8,서울시 강서구 화곡동 1096-17,11:00 - 22:00,02-2608-6556,15
카페우드진, 카페 / 디저트,3.8,서울시 강서구 마곡동 772-5,월-금: 07:30 - 22:00 토: 12:00 - 22:00 일: 12:00 - 18:00,02-6052-0116,7
나오키, 회 / 스시,3.7,서울시 강서구 등촌동 678-1 1F,화-금: 18:00 - 22:00 토-일: 12:00 - 22:30,010-6387-9321,17
피슈마라홍탕, 기타 중식,3.7,서울시 강서구 마곡동 795-1 2F 210호,,02-2658-7778,9
코끼리만두, 한정식 / 백반 / 정통 한식,3.7,서울시 강서구 등촌동 654-78,09:30 - 19:30,02-3662-1215,17
닥터로빈, 이탈리안,3.7,서울시 강서구 화곡동 1094 귀뚜라미사옥빌딩,월-금: 09:00 - 21:30 토-일: 10:00 - 21:00,02-2693-3110,24
옥소반, 기타 일식,3.7,서울시 강서구 마곡동 772-5 리더스퀘어 1F 119호,11:00 - 22:30,02-2668-8080,18
아이엠키친, 이탈리안,3.7,서울시 강서구 화곡동 1006-2 9호,11:30 - 22:00,02-2699-2683,12
바스버거, 브런치 / 버거 / 샌드위치,3.7,서울시 강서구 마곡동 796-3 마곡사이언스타워 1F,15:00 - 16:30 수: 15:00 - 17:00,02-3661-9777,8
저스트텐동, 돈부리 / 일본 카레 / 벤토,3.7,서울시 강서구 마곡동 774-9 사이언스타 1F,,010-2437-0817,5
카이조쿠, 라멘 / 소바 / 우동,3.6,서울시 강서구 마곡동 773-2 마곡지엠지타워 108호,11:00 - 21:00,02-6952-5008,35
똑순이막국수, 국수 / 면 요리,3.6,서울시 강서구 내발산동 700 발산상가,11:00 - 21:30,02-2064-2626,26
강릉엄지네꼬막집, 해산물 요리,3.6,서울시 강서구 등촌동 673-6,11:00 - 23:00,02-3663-6053,17
맹순이꽃게아구찜, 해산물 요리,3.6,서울시 강서구 내발산동 644-2,10:30 - 22:00,02-3661-6570,9
능라도, 국수 / 면 요리,3.6,서울시 강서구 마곡동 797-6 건와빌딩 2F,,02-6958-8939,18
후라토식당, 정통 일식 / 일반 일식,3.6,서울시 강서구 마곡동 797-14 2F 211호,,02-6012-8154,9
청풍동태탕, 해산물 요리,3.6,서울시 강서구 등촌동 628-7 아벨테크노 2F 212호,,02-3456-2654,13
헤븐온탑, 카페 / 디저트,3.5,서울시 강서구 방화동 886,10:30 - 22:00,02-6116-5763,22
소바트럭, 라멘 / 소바 / 우동,3.5,서울시 강서구 등촌동 639-9 110호,월-금: 11:30 - 24:00 토: 12:00 - 24:00 일: 12:00 - 23:00,02-3662-7227,22
스시금강, 회 / 스시,3.5,서울시 강서구 마곡동 774-11 NY타워 1F 102호,15:00 - 17:00,0507-1423-7004,7
더블랙, 고기 요리,3.5,서울시 강서구 마곡동 797-14 힐스테이트 에코마곡 2F 214호,월-토: 16:00 - 01:00 일: 16:00 - 22:00,02-2668-3885,13
하롱하롱, 카페 / 디저트,3.5,서울시 강서구 마곡동 759-1,월-금: 10:00 - 21:30 토-일: 11:00 - 20:00,02-6989-9955,17
목동분식, 기타 한식,3.5,서울시 강서구 내발산동 720,11:00 - 20:00,02-2662-4180,67
유림, 닭 / 오리 요리,3.5,서울시 강서구 염창동 280-6,11:30 - 22:00,02-3665-3930,45
송쭈집, 해산물 요리,3.5,서울시 강서구 마곡동 759 센트럴타워2차 이마트에브리데이상가 2F,11:00 - 23:00,02-3664-7892,11
광화문살롱, 카페 / 디저트,3.5,서울시 강서구 등촌동 639-23,08:00 - 23:00,02-2668-3966,17
인라이크, 카페 / 디저트,3.5,서울시 강서구 마곡동 348-3,,010-2650-5938,8
백소정, 까스 요리,3.5,서울시 강서구 마곡동 797-7 퀸즈파크텐 A동 2F 203호,11:00 - 21:00,02-6411-9555,12
부부칼국수만두, 국수 / 면 요리,3.5,서울시 강서구 등촌동 678 동진빌딩,,02-3662-4594,10
생어거스틴, 다국적 아시아 음식,3.4,서울시 강서구 방화동 886 롯데몰 김포공항점 MF,10:30 - 22:00,02-6116-5832,9
오남매닭갈비, 닭 / 오리 요리,3.4,서울시 강서구 마곡동 760,14:00 - 23:45,010-8100-3400,12
망향비빔국수, 국수 / 면 요리,3.3,서울시 강서구 염창동 263-7 신한빌딩,11:00 - 22:00,02-2659-6599,16
딘타이펑, 딤섬 / 만두,3.2,서울시 강서구 방화동 886 롯데몰 김포공항점 B2,10:30 - 22:00,02-6116-5537,21
맛찬들왕소금구이, 고기 요리,3.2,서울시 강서구 마곡동 723,월-토: 12:00 - 01:00 일: 12:00 - 24:00,02-3661-5026,31
토끼정, 정통 일식 / 일반 일식,3.1,서울시 강서구 마곡동 774-12 마커스빌딩 2F,11:00 - 22:00,02-6908-4900,21
사이드쇼, 기타 한식,3.1,서울시 강서구 방화동 886 롯데몰 김포공항점,,02-6116-5796,12
경양카츠, 까스 요리,3.1,서울시 강서구 마곡동 772-5 1F 127호,,070-7543-6030,6
브런치팩토리, 브런치 / 버거 / 샌드위치,3.1,서울시 강서구 마곡동 751 엠밸리15단지 상가 102호,08:30 - 21:30,070-4136-2631,9
공항칼국수, 국수 / 면 요리,2.8,서울시 강서구 공항동 49-2,09:00 - 22:00,02-2664-9748,37
신선, 정통 중식 / 일반 중식,2.8,서울시 강서구 마곡동 796-3 마곡 사이언스 타워 208호,11:00 - 22:00,02-3665-1982,13
다온나루, 카페 / 디저트,,부산시 강서구 범방동 1901-10,,051-832-1771,8
이오카츠, 까스 요리,,서울시 강서구 마곡동 798-2 류마타워1차 122-3호,,02-2662-4187,1
사보텐, 까스 요리,,서울시 강서구 방화동 886 롯데몰 김포공항점 B2,10:00 - 22:00,02-6116-5701,11
우니크, 고기 요리,,서울시 강서구 마곡동 774-11 NY타워 11F,,02-6953-7931,4
주방문, 일반 주점,,서울시 강서구 마곡동 757-2 207호,,010-4451-4406,5
도일처, 정통 중식 / 일반 중식,,서울시 강서구 방화동 621-19,11:00 - 21:00,02-2662-2322,16
우학면옥, 국수 / 면 요리,,서울시 강서구 마곡동 797-4 발산파크프라자 208호,11:00 - 22:00,02-6341-5341,7
나우니스, 브런치 / 버거 / 샌드위치,,서울시 강서구 마곡동 760-1 힐스테이트에코상가 2F,11:30 - 21:30,02-2668-7878,9
모닐이네하우스, 카페 / 디저트,,서울시 강서구 마곡동 776-2 A동 113호,,0507-1385-9331,25
도쿄하나, 정통 일식 / 일반 일식,,서울시 강서구 등촌동 661-12,11:30 - 22:00,02-2668-0853,6
80년전통 원조순대국, 탕 / 찌개 / 전골,,서울시 강서구 공항동 1364-6,07:30 - 21:30,02-2665-0843,13
마산아구찜, 해산물 요리,,서울시 강서구 방화동 829-4 금강프라자,10:00 - 22:00,02-2665-1527,1
사모님짬뽕, 정통 중식 / 일반 중식,,서울시 강서구 방화동 453-27,11:00 - 21:00,02-2663-3397,12
박가부대, 탕 / 찌개 / 전골,,서울시 강서구 염창동 240-21 우림블루나인,11:00 - 22:00,02-2093-2988,7
울림, 퓨전 일식,,서울시 강서구 마곡동 773 126호,11:30 - 21:00,010-9191-5745,6
배꼽집, 국수 / 면 요리,,서울시 강서구 마곡동 794-1 우성에스비타워 208-209호,10:00 - 22:00,02-3665-3323,13
봉래헌, 한정식 / 백반 / 정통 한식,,서울시 강서구 외발산동 426 메이필드 호텔 별관 한옥 1F,12:00 - 22:00,02-2660-9020,1
매드포갈릭, 이탈리안,,서울시 강서구 내발산동 647-1,11:30 - 22:00,02-2659-0889,12
오즈테이블, 브런치 / 버거 / 샌드위치,,서울시 강서구 마곡동 799-5 사이언스타워2 B1,,0507-1484-0095,3
까롱파티, 카페 / 디저트,,서울시 강서구 화곡동 1033-31 102호,11:00 - 19:00,010-8671-5975,3
일품한우, 고기 요리,,서울시 강서구 마곡동 758-2 2F,,02-3663-8002,3
대가원식당, 고기 요리,,서울시 강서구 마곡동 774-1 4F 401-405호,11:00 - 22:30,02-3662-3902,13
육화몽, 고기 요리,,서울시 강서구 화곡동 1013,월-토: 11:30 - 23:00 일: 12:00 - 22:00,02-2601-6450,5
최윤진당진아구동태찜탕, 해산물 요리,,서울시 강서구 방화동 249-20,00:00 - 24:00,02-877-7051,0
도라무통즉석떡볶이, 기타 한식,,서울시 강서구 화곡동 159-38,11:00 - 23:00,02-2699-1888,12
현이네초밥가게, 회 / 스시,,서울시 강서구 등촌동 641-11 청림오피스텔 1F,월-금: 11:30 - 22:00 토: 11:30 - 15:00,02-3661-2714,4
잔잔하게, 일반 주점,,서울시 강서구 마곡동 759 센트럴타워2 3F 301호,화-토: 11:30 - 01:00 월: 17:30 - 01:00,070-8888-7789,6
의성식당, 한정식 / 백반 / 정통 한식,,서울시 강서구 등촌동 647-84,,02-3663-1909,3
남춘네숯불닭갈비, 닭 / 오리 요리,,서울시 강서구 화곡동 775-2,,02-2646-2668,2
삼부숯불구이, 기타 한식,,서울시 강서구 공항동 72-36,,02-2664-6378,1
꼼떼바베큐, 스테이크 / 바베큐,,서울시 강서구 마곡동 760-1 라마다호텔 B1,16:00 - 17:00,02-6929-3990,7
밀작, 베이커리,,서울시 강서구 방화동 607-152,10:00 - 23:00,02-2664-1025,10
숙달돼지, 고기 요리,,서울시 강서구 마곡동 793-2,월-금: 16:00 - 23:30 토-일: 13:00 - 23:30,02-3661-2472,5
사랑방손칼국수, 국수 / 면 요리,,서울시 강서구 화곡동 785-3,11:30 - 21:00,02-2648-1008,5
에머이, 베트남 음식,,서울시 강서구 마곡동 759-1 두산더랜드타워 B동 108-109호,일-목: 11:00 - 22:30 금-토: 11:00 - 24:00,070-4006-1746,2
녹지, 기타 중식,,서울시 강서구 마곡동 797-1 퀸즈파크나인B동 131호,,02-6421-9400,1
선식당, 다국적 아시아 음식,,서울시 강서구 화곡동 90-3,11:00 - 22:00,02-2608-8858,3
사이공윤다이, 베트남 음식,,서울시 강서구 마곡동 757-3 218호,월-금: 11:00 - 21:30 토-일: 11:00 - 21:00,02-2093-6502,6
가마솥한우국밥, 탕 / 찌개 / 전골,,서울시 강서구 내발산동 654-4,,02-2663-7880,4
리틀사이공, 베트남 음식,,서울시 강서구 방화동 886,10:30 - 22:00,02-6116-5703,15
도화림, 정통 중식 / 일반 중식,,서울시 강서구 마곡동 794 문영비즈웍스 206호,11:00 - 22:00,02-6952-8777,10
등촌샤브칼국수, 국수 / 면 요리,,서울시 강서구 등촌동 679-1 아트빌딩 2F,10:40 - 22:00,02-2659-9318,12
쿠시야, 이자카야 / 오뎅 / 꼬치,,서울시 강서구 화곡동 370-54 1F,,010-3289-1019,7
식바, 일반 주점,,서울시 강서구 화곡동 1086-2,,,3
츄카롱, 카페 / 디저트,,서울시 강서구 마곡동 760-2 캐슬파크 212호,,070-4151-7531,1
파파진구, 칵테일 / 와인,,서울시 강서구 등촌동 647-35,,02-3661-4960,0
맛거리, 전통 주점 / 포차,,서울시 강서구 화곡동 1065,17:00 - 02:00,02-2602-9997,13
해촌칼국수, 국수 / 면 요리,,서울시 강서구 내발산동 657-9,10:00 - 22:00,02-3664-1114,12
제이든, 카페 / 디저트,,서울시 강서구 마곡동 795-2 마곡아이파크 217호,10:00 - 22:00,010-5365-1705,7
MODU’S CAFE, 카페 / 디저트,,서울시 강서구 화곡동 921-6 호텔타워 1F,11:00 - 23:00,02-2605-1700,7
도쿄빙수, 카페 / 디저트,,서울시 강서구 마곡동 760-2 마곡나루역캐슬파크 2F 217호,12:00 - 22:00,02-2668-4855,3
양평해장국, 탕 / 찌개 / 전골,,서울시 강서구 마곡동 801-1 212호,07:00 - 21:00,02-6403-0877,10
고양이후추, 카페 / 디저트,,서울시 강서구 염창동 261-13,,070-5030-4893,5
특별하면돼지, 고기 요리,,서울시 강서구 화곡동 782-11,화-토: 16:00 - 01:00 일: 13:00 - 23:00,02-2646-9295,4
설화랑, 고기 요리,,서울시 강서구 마곡동 722 예원빌딩 2F,11:00 - 23:00,02-2658-9282,3
쉐드커피, 카페 / 디저트,,서울시 강서구 마곡동 773-2 1F,,010-8138-8438,3
안영자면옥, 국수 / 면 요리,,서울시 강서구 마곡동 799-11,,02-6338-6686,2
린치타이, 정통 중식 / 일반 중식,,서울시 강서구 방화동 830-5,,02-2666-4207,1
안스베이커리, 카페 / 디저트,,서울시 강서구 방화동 886 롯데몰 김포공항점 B2,10:30 - 22:00,02-6116-3058,9
파스퇴르밀크바, 카페 / 디저트,,서울시 강서구 방화동 886 롯데몰 김포공항점 MF,,02-6116-5963,7
커피볶는곤이네집, 카페 / 디저트,,서울시 강서구 화곡동 899-29 m타워,10:30 - 24:00,02-2601-1807,6
웜테이블, 이탈리안,,서울시 강서구 등촌동 654-17 1F,,010-8200-1872,5
랑 월, 정통 중식 / 일반 중식,,서울시 강서구 마곡동 797-7 퀸즈파크텐 206호,11:30 - 21:30,02-6411-9323,5
파파노다이닝, 정통 일식 / 일반 일식,,서울시 강서구 마곡동 758 103호,,02-6735-0604,5
남대문커피, 카페 / 디저트,,서울시 강서구 마곡동 797-1,,,5
신촌감자탕해물뼈찜, 탕 / 찌개 / 전골,,서울시 강서구 마곡동 723-1,00:00 - 24:00,02-3663-2080,4
브레드더밀, 베이커리,,서울시 강서구 마곡동 776-4 엠코지니어스타 A108호,월-금: 08:00 - 22:00 토-일: 09:00 - 22:00,070-4106-0088,5
진1926, 기타 일식,,서울시 강서구 마곡동 757,,02-6989-9202,3
쿠타니, 회 / 스시,,서울시 강서구 화곡동 1111 SJ라벨라 2F,18:00 - 22:00,02-2065-9990,3
풍경, 회 / 스시,,서울시 강서구 가양동 239-14,,02-3661-1682,3
다래정, 고기 요리,,서울시 강서구 등촌동 647-39,,02-6402-4823,2
로빈뮤지엄, 카페 / 디저트,,부산시 강서구 신호동 262-9 1F,,051-312-1719,2
녹산용가든, 고기 요리,,부산시 강서구 녹산동 97-5,11:00 - 22:00,051-715-3133,0
오재영스시, 회 / 스시,,서울시 강서구 화곡동 105-373 싱글하우스고시텔 1F,11:30 - 22:30,02-2694-2500,9
토끼정, 퓨전 일식,,서울시 강서구 방화동 886 롯데몰 김포공항점 MF,10:30 - 22:00,02-6116-5477,4
강서복집, 해산물 요리,,서울시 강서구 등촌동 648,11:00 - 22:00,02-3661-6672,3
오봉집, 해산물 요리,,서울시 강서구 마곡동 797-10 2F,,02-3661-7040,5
이치방라멘, 라멘 / 소바 / 우동,,서울시 강서구 내발산동 719-5,,070-4069-6145,2
조병관숙성회, 회 / 스시,,서울시 강서구 화곡동 975-13 102호,,0507-1467-0308,0
교대이층집, 고기 요리,,서울시 강서구 마곡동 722-1 수창빌딩 2F,11:00 - 02:00,02-2668-3779,13
정일품삼계탕, 탕 / 찌개 / 전골,,서울시 강서구 등촌동 648,10:00 - 22:00,02-3661-8058,8
더족발, 고기 요리,,서울시 강서구 가양동 1480-5 1F,16:00 - 24:00,02-2063-3785,9
하우돈곱창, 고기 요리,,서울시 강서구 방화동 598-31,15:30 - 02:00,02-2662-9934,6
메리하하, 카페 / 디저트,,서울시 강서구 화곡동 1049-47,월-금: 10:00 - 21:00 토: 10:00 - 20:00,02-2699-9399,5
하코야라멘, 라멘 / 소바 / 우동,,서울시 강서구 염창동 240-21 우림 블루나인 비즈니스센터 313호,11:00 - 22:00,02-2093-1054,7
야끼화로, 철판 요리,,서울시 강서구 등촌동 674-6,11:00 - 02:00,02-6080-9293,4
만배아리랑, 고기 요리,,서울시 강서구 화곡동 1071-19,11:00 - 22:30,02-2607-3126,4
한우등촌골, 고기 요리,,서울시 강서구 등촌동 511-1,11:00 - 23:00,02-2649-5959,4
삐삐커피, 카페 / 디저트,,서울시 강서구 등촌동 667-15 1F,,010-5190-9029,4
마초갈비, 고기 요리,,서울시 강서구 마곡동 796-3 1F,,02-3663-0904,4
도깨비베이커리, 베이커리,,서울시 강서구 마곡동 739-4 117호,,02-2662-9604,4
비에이, 카페 / 디저트,,서울시 강서구 염창동 75-7,09:00 - 22:00,010-9143-0879,3
데판야끼다케시, 철판 요리,,서울시 강서구 마곡동 797-7 205호,,02-6411-9518,3
베르데, 카페 / 디저트,,서울시 강서구 화곡동 1072-21,10:30 - 20:30,02-2690-4860,2
플루이드, 카페 / 디저트,,서울시 강서구 마곡동 797-9 1F 107호,,070-7543-5080,2
카페사진관고양이, 카페 / 디저트,,서울시 강서구 내발산동 750-6 신성프라자 4F,11:00 - 21:00,010-7241-7487,0
등촌미돈, 까스 요리,,서울시 강서구 등촌동 639-23,11:30 - 22:00,02-3663-9991,9
신촌기사식당, 한정식 / 백반 / 정통 한식,,서울시 강서구 방화동 314-5,07:00 - 21:00,02-3664-4221,7
페이페이, 다국적 아시아 음식,,서울시 강서구 방화동 882-2 롯데몰김포공항점 GF,10:00 - 22:00,02-6116-5766,7
청년다방, 기타 한식,,서울시 강서구 마곡동 797-15 122호,11:00 - 22:00,02-6404-3690,4
명지첫집, 고기 요리,,부산시 강서구 명지동 3461-17,,051-202-9599,3
더웨스트햄릿, 칵테일 / 와인,,서울시 강서구 방화동 562-38,19:30 - 03:00,010-6270-4109,2
올리브레스토랑, 퓨전 양식,,서울시 강서구 내발산동 750-6 신성프라자 3F,09:00 - 22:00,02-2667-7703,1
쏘자토스트핫도그, 기타 한식,,부산시 강서구 명지동 3365-7,,051-208-0988,1
깐부치킨, 닭 / 오리 요리,,서울시 강서구 등촌동 638-3,16:00 - 02:00,02-6961-5252,1
호호방, 이자카야 / 오뎅 / 꼬치,,서울시 강서구 마곡동 760-2 마곡나루캐슬파크 115호,,0507-1349-4439,1
낫띵메터스, 카페 / 디저트,,서울시 강서구 마곡동 738 407동상가 104호,,010-8878-7976,1
마곡참치정육점, 해산물 요리,,서울시 강서구 내발산동 750-10 웨스트엔드중정 102-2호,,070-4647-0540,1
불막열삼, 고기 요리,,부산시 강서구 명지동 3442-2,,051-293-5595,0
꿈꾸는요리사, 베이커리,,부산시 강서구 명지동 3238-15,08:00 - 22:00,051-204-1141,15
어쩌라고, 일반 주점,,서울시 강서구 화곡동 98-59,,02-2606-5989,8
파스타인카페, 기타 양식,,서울시 강서구 마곡동 799-17 테크노타워2 201호,,02-2135-8031,7
WE Ccafe, 카페 / 디저트,,서울시 강서구 내발산동 750-12 웨스트엔드 아트센터,09:00 - 23:00,02-2667-8550,8
동굴, 칵테일 / 와인,,서울시 강서구 마곡동 796-6 1F,,010-4444-5802,6
심야식당켬, 전통 주점 / 포차,,서울시 강서구 마곡동 760-2 롯데캐슬파크 226호,,010-3267-3083,5
라페스타, 이탈리안,,서울시 강서구 외발산동 426 메이필드 호텔 본관 1F,12:00 - 21:30,02-2660-9040,5
마곡테이블, 기타 양식,,서울시 강서구 마곡동 796-5 테크노타워 1F 107호,,070-8802-4010,4
비라티오커피, 카페 / 디저트,,서울시 강서구 마곡동 739-4 마곡헤리움1차 114호,월-금: 09:00 - 22:00 토-일: 10:00 - 22:00,070-4138-5638,3
오백년장어, 해산물 요리,,서울시 강서구 등촌동 661,11:30 - 22:00,02-2668-8778,3
르뺑블랑, 베이커리,,서울시 강서구 내발산동 701-15 덕산빌딩 1F 103호,10:00 - 20:00,02-6439-0155,2
식신짜글이생갈비찜, 고기 요리,,서울시 강서구 마곡동 758-4 럭스나인 오피스텔,월-토: 00:00 - 24:00 일: 00:00 - 23:00,02-2668-9898,2
샐모닝, 기타 양식,,서울시 강서구 마곡동 774,08:00 - 22:00,02-2063-3734,2
멜랑, 카페 / 디저트,,서울시 강서구 화곡동 105-357,,0507-1486-1044,2
한우명작불곰, 고기 요리,,서울시 강서구 마곡동 773-2 마곡GMG타워 209호,,02-3661-8392,2
매화양꼬치, 정통 중식 / 일반 중식,,서울시 강서구 화곡동 1115,17:00 - 05:00,02-2694-2288,1
소문난껍데기집, 고기 요리,,서울시 강서구 내발산동 665-20,16:30 - 23:30,02-3159-7424,1
막걸리싸롱, 전통 주점 / 포차,,서울시 강서구 마곡동 759-1 두산더랜드타워A동 1F 111호,,010-8121-3370,1
쿠우쿠우, 뷔페,,서울시 강서구 마곡동 795-7,11:00 - 22:00,02-3661-1357,9
고양이똥3, 카페 / 디저트,,서울시 강서구 등촌동 655,,02-2694-0285,7
더플롯커피, 카페 / 디저트,,서울시 강서구 등촌동 656-49 1-2F,월-금: 09:30 - 24:00 토-일: 10:00 - 24:00,070-8840-1884,6
시타시이베이커리, 베이커리,,서울시 강서구 내발산동 714-4 태승훼미리5차상가 6호,09:30 - 22:00,02-2693-9748,5
산울림1992, 전통 주점 / 포차,4.6,서울시 마포구 창전동 5-138,월-토: 17:00 - 01:30 일: 15:00 - 24:00,02-334-0118,173
야키토리묵, 이자카야 / 오뎅 / 꼬치,4.6,서울시 마포구 연남동 223-102 1F,19:00 - 01:00,070-8835-3433,38
티크닉, 카페 / 디저트,4.6,서울시 마포구 연남동 250-5,"월, 화",,42
멘야준, 라멘 / 소바 / 우동,4.6,서울시 마포구 서교동 465-2,11:00 - 20:00,070-8677-0726,52
파델라, 이탈리안,4.6,서울시 마포구 연남동 567-34 1F,11:00 - 22:00,02-336-3396,17
진만두, 딤섬 / 만두,4.5,서울시 마포구 서교동 327-22,12:00 - 22:00 ,02-338-1117,255
사루카메, 라멘 / 소바 / 우동,4.5,서울시 마포구 연남동 566-67 1F,화,,129
미야자키상점, 이자카야 / 오뎅 / 꼬치,4.5,서울시 마포구 동교동 118-18,화-금: 19:00 - 02:00 토-일: 18:30 - 02:00,02-336-5718,57
혼네, 라멘 / 소바 / 우동,4.5,서울시 마포구 연남동 227-4,12:00 - 21:00,02-332-5247,130
파이리퍼블릭, 다국적 퓨전,4.5,서울시 마포구 동교동 147-48 B1,12:00 - 22:00,02-6083-1967,39
바다회사랑, 해산물 요리,4.5,서울시 마포구 서교동 461-25,월-토: 14:30 - 01:00 일: 14:30 - 23:00,02-325-3435,62
오흐뒤구떼, 카페 / 디저트,4.5,서울시 마포구 서교동 368-39,12:30 - 19:30,0507-1320-8095,26
홈보이서울, 퓨전 중식,4.4,서울시 마포구 연남동 228-28 2F,mon,02-6080-4371,145
마시타야, 라멘 / 소바 / 우동,4.4,서울시 마포구 서교동 333-16,11:30 - 17:00,070-8119-5715,121
예티, 인도 음식,4.4,서울시 마포구 서교동 360-22 2F,11:00 - 02:00,02-325-0745,103
리틀빅토리, 카페 / 디저트,4.4,서울시 마포구 연남동 381-6,13:00 - 20:00,010-4592-1429,107
연교, 딤섬 / 만두,4.4,서울시 마포구 연남동 383-95,11:30 - 22:00,010-5882-5112,54
몽중식, 정통 중식 / 일반 중식,4.4,서울시 마포구 연남동 229-56 2F,12:00 - 21:30,02-335-7567,22
스시올로지, 회 / 스시,4.4,서울시 마포구 연남동 228-3,12:00 - 22:00,02-3144-2340,77
닭꼬얌, 한정식 / 백반 / 정통 한식,4.4,서울시 마포구 서교동 361-3,11:30 - 24:00,02-322-3331,63
